"","TSE_code","year","company","market","TSE_name","TEJ_name2","TEJ_code2","TEJ_name1","TEJ_code1","BTE","CTP_GAAP","CTP_IFRS_CFI","CTP_IFRS_CFO","CTP_IFRS_CFF","PTEBX","EBIT","OERD","OEPRO","NetSales","employee","PB","FA","Land","LandR","GrossSales","TA","TL","INTAN","QUICK","InvIn","InvLoss","OUTINSTI","RELATIN","RELATOUT","FAMILY","FAMILY2"
"1","M1100",2015,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1740389,NA,0,-3227539,0,8666015,10539754,6895,859723,93679076,9768,0.93,113310134,20766374,0,93679076,293066355,137582103,22607552,111.48,-737161,0,78.71,NA,12,"F","單一家族主導"
"2","M1100",2015,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1879675,NA,0,-1216131,0,6814158,8462028,NA,NA,66287480,6719,0.68,67264573,6551714,0,66287480,270077209,115223017,5304367,65.61,-2986137,0,80.36,NA,28,"F","單一家族主導"
"3","M1100",2015,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-18421,NA,0,-91217,0,194900,421125,0,44136,2826519,561,0.6,2336208,10470,0,2826519,27383042,13336696,0,420.56,0,117219,57.29,NA,9,"F","單一家族主導"
"4","M1100",2015,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",88490,NA,0,-42436,0,1471598,1486192,67033,100022,5163751,539,0.89,5587635,4666670,0,5163751,19970871,3970485,8523,103.81,-1100028,0,54.19,NA,3,"F","單一家族主導"
"5","M1100",2015,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",112889,NA,0,-21063,0,616324,658951,0,135878,5021353,552,0.85,2157348,724675,0,5021353,7855502,3009838,0,71.52,0,0,49.24,NA,12,"F","單一家族主導"
"6","M1100",2015,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",68462,NA,0,-44468,0,11055,35961,0,178586,4350645,848,0.7,4094343,562960,0,4350645,8636326,2248398,4310,151.96,0,916,13.11,NA,5,"F","單一家族主導"
"7","M1100",2015,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-507,NA,0,-7218,0,143959,144497,0,7311,1857289,138,1.05,349465,252143,0,1857289,9382538,742845,66,317.41,0,6290,83.28,NA,8,"F","單一家族主導"
"8","M1100",2014,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",4614844,NA,0,-4066554,0,21198720,23105935,38678,964818,118325809,8890,1.36,108445563,20792683,0,118325809,292743832,130726151,19542637,117.97,-1250088,0,80.31,NA,11,"F","單一家族主導"
"9","M1100",2014,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",2813741,NA,0,-2059597,0,13719739,15387337,NA,NA,77683281,6917,0.92,70586382,6545839,0,77683281,282819055,121091829,5485677,90.87,-4350273,0,81,NA,29,"F","單一家族主導"
"10","M1100",2014,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-44487,NA,0,-78763,0,9301,202368,0,45915,3937686,567,0.63,3085890,10470,0,3937686,33666479,14384421,0,280.3,0,17916,56.76,NA,8,"F","單一家族主導"
"11","M1100",2014,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",83580,NA,0,-30764,0,1468035,1478177,37160,95565,5819904,539,1.02,5736238,4896502,0,5819904,19382756,3584786,8811,106.29,-1120584,0,53.35,NA,6,"F","單一家族主導"
"12","M1100",2014,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",70993,NA,0,-10127,0,473285,531636,0,129842,5075583,537,0.91,2300176,724675,0,5075583,8363279,3748165,0,66.46,0,0,46.62,NA,16,"F","單一家族主導"
"13","M1100",2014,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",90056,NA,0,-113518,0,426820,465137,0,227098,5000089,848,0.94,4273522,562960,0,5000089,9283515,2251394,5030,97.39,0,1012,11.68,NA,8,"F","單一家族主導"
"14","M1100",2014,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-11396,NA,0,-846,0,130905,132573,0,6662,2078224,138,1.1,337341,252143,0,2078224,9602737,743412,239,385.1,-5971,0,81.93,NA,7,"F","單一家族主導"
"15","M1100",2013,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",3485773,NA,0,-2688324,0,18604456,20514756,43663,1019186,116098947,8448,1.51,109369671,20792683,0,116098947,282680739,129062162,19495931,102.96,-585550,0,77.38,NA,10,"F","單一家族主導"
"16","M1100",2013,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1917929,NA,0,-1351200,0,14082248,15722452,NA,NA,69770702,6373,0.95,62481951,6680208,0,69793071,262403581,109561379,2176436,89.89,-5217067,0,80.43,NA,31,"F","單一家族主導"
"17","M1100",2013,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",48877,NA,0,-113552,0,1338804,1510136,0,46056,4268305,589,0.64,3615676,11179,0,4268305,33374653,11876356,0,320.14,-956,0,56,NA,27,"F","單一家族主導"
"18","M1100",2013,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",29514,NA,0,-5273,0,1148493,1155316,35029,79853,5276157,539,1.19,5846863,4979176,0,5276157,17746983,3207834,9328,129.97,-843929,0,47.37,NA,14,"F","單一家族主導"
"19","M1100",2013,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",48891,NA,0,-1096,0,211708,281057,0,122108,4869590,542,0.77,2435301,724675,0,4879285,8583007,4179603,0,65.52,0,0,46.29,NA,18,"F","單一家族主導"
"20","M1100",2013,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",48325,NA,0,-27747,0,371025,408948,0,244154,4551240,840,0.82,4336312,576094,0,4551240,9746375,2620011,5557,165.27,0,0,11.4,NA,8,"F","單一家族主導"
"21","M1100",2013,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-34930,NA,0,-26432,0,111930,113630,0,8637,2024604,138,1.15,337071,252143,0,2024604,9498539,783740,445,283.78,-2287,0,80.55,NA,7,"F","單一家族主導"
"22","M1100",2012,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",2112476,2150928,0,-2150928,0,12070036,14613983,33111,1105147,119454948,10409,1.09,140870704,9208311,13108789,119454948,261430728,129687128,14427212,94.14,-1004668,0,74.76,26,11,"F","單一家族主導"
"23","M1100",2012,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",859308,777437,0,-777437,0,7796556,9570331,NA,NA,63878002,6060,1.2,70379773,1601582,4512605,63878002,189832321,89607318,5107283,94.82,-3658601,0,79.6,NA,31,"F","單一家族主導"
"24","M1100",2012,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",77963,67891,0,-100483,0,-606221,-436243,0,91674,4644003,636,0.65,10528737,1554186,4094962,4644003,29104871,12646365,215615,389.11,0,10304,52.95,51,27,"F","單一家族主導"
"25","M1100",2012,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",2724,44651,0,-44730,0,717658,720226,43081,116350,4826334,581,0.72,4065239,1000220,2270530,4863983,15935592,2552360,14288,149.22,-678889,0,44.79,31,17,"F","單一家族主導"
"26","M1100",2012,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",31163,1109,0,-1109,0,205344,285667,0,155347,4190014,649,0.64,2603981,700796,0,4190014,8660870,4459373,0,51.75,0,0,46.03,15,14,"F","單一家族主導"
"27","M1100",2012,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",33222,15561,0,-15561,0,91682,138170,0,158773,3661986,796,0.67,5044558,510456,0,3665186,9546417,2829329,173221,160.39,0,0,10.5,0,6,"F","單一家族主導"
"28","M1100",2012,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",38669,8841,0,-8841,0,107993,109823,0,8668,1635019,155,0.97,4909286,59351,364620,1635019,9230957,890046,0,182.33,-12340,0,72.12,0,2,"F","單一家族主導"
"29","M1100",2011,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",2797872,2655380,NA,-2655380,NA,16525986,18908909,57587,1129832,118496562,9777,1,146486489,9388919,13159765,118496562,261894940,132574591,13671350,93.82,-1019390,0,73.81,26,11,"F","單一家族主導"
"30","M1100",2011,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1787282,1645673,NA,-1645673,NA,14035968,15780920,NA,NA,68499938,6065,1.04,73281723,1601582,4512605,68499938,193605256,91249266,5112567,160.23,-4283753,0,77.25,NA,30,"F","單一家族主導"
"31","M1100",2011,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",143787,126618,NA,-126618,NA,462459,617997,0,67100,5169912,729,0.49,11105306,1364473,4094962,5169912,30319279,12252049,385267,241.38,0,3103,50.31,19,36,"F","單一家族主導"
"32","M1100",2011,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",40071,27525,NA,-27525,NA,436077,452446,35125,106374,4696706,539,0.61,4050865,1000220,2270530,4738772,15706697,2645784,15136,154.34,-492086,0,44.23,33,19,"F","單一家族主導"
"33","M1100",2011,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-30592,3548,NA,-3548,NA,-172129,-85269,0,145191,4147198,653,0.52,2767814,700796,0,4147198,9035938,4918777,5470,52.48,0,0,44.77,15,19,"F","單一家族主導"
"34","M1100",2011,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",11775,14504,NA,-14504,NA,97593,97675,0,124720,2629156,751,0.65,5425323,510457,0,2636847,9524621,2646337,77697,290.77,0,0,7.26,0,7,"F","單一家族主導"
"35","M1100",2011,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-1636,13705,NA,-13705,NA,21852,23120,0,8102,1441841,138,0.7,4967269,59351,364620,1443555,9396780,1190312,0,168.17,-10695,0,71,0,2,"F","單一家族主導"
"36","M1100",2010,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1555291,1241523,NA,-1241523,NA,14951016,17172105,54457,943560,106207291,7129,0.97,139708763,10430182,13263959,106207291,261960788,137447010,12575826,115.08,-856758,0,65.39,24,13,"F","單一家族主導"
"37","M1100",2010,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",624156,646069,NA,-646069,NA,8978430,10426083,NA,NA,53814116,5950,1.08,66510047,1595407,1446161,53814116,169581478,77966952,4800297,98.64,-6425016,0,75.81,NA,25,"F","單一家族主導"
"38","M1100",2010,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-71847,67037,NA,-67037,NA,375568,508577,0,55925,4880669,742,0.7,11307731,1272073,4147735,4880669,29912133,11832919,501627,357.93,-43624,0,47.55,19,27,"F","單一家族主導"
"39","M1100",2010,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-25991,18443,NA,-18443,NA,1264242,1297256,20752,99504,4273903,521,0.87,3690104,1003635,2057660,4303095,17513808,4704016,13709,256.69,-814584,0,44.66,52,23,"F","單一家族主導"
"40","M1100",2010,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-29059,14275,NA,-14275,NA,-214860,-129674,1497,145859,3478436,676,0.78,3018760,700796,0,3478436,9040816,4927842,3155,36.85,0,0,44.78,15,18,"F","單一家族主導"
"41","M1100",2010,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",6013,45635,NA,-45635,NA,-374,-227,40,94135,1815113,508,0.65,4263569,510457,0,1830593,8209458,1549171,69409,760.24,0,0,6.66,49,11,"F","單一家族主導"
"42","M1100",2010,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",4733,55508,NA,-55508,NA,55371,56325,0,7284,1447280,129,0.94,4689386,42597,256918,1458764,9468402,1250771,0,203.28,-13254,0,67.9,0,9,"F","單一家族主導"
"43","M1100",2009,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",477397,507928,NA,-507928,NA,12179236,14291738,34310,749878,86804345,4780,1.11,128828473,10448537,13934555,86804345,204741262,103627452,3401535,84.6,-358722,0,71.86,22,14,"F","單一家族主導"
"44","M1100",2009,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",718049,678428,NA,-678428,NA,9673059,11090269,NA,NA,48418125,5081,1.17,64029460,1567010,1446161,48418125,163728191,75660385,3270962,116.86,-4361064,0,79.6,20,18,"F","單一家族主導"
"45","M1100",2009,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-12299,133346,NA,-133346,NA,381262,488019,0,53763,4202418,799,0.68,11083079,1243982,4147735,4202418,29998110,10989646,566057,358.25,-61926,0,54.05,44,28,"F","單一家族主導"
"46","M1100",2009,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",58563,12075,NA,-12075,NA,747708,829808,8697,106793,6648078,1200,0.84,6745569,975703,2026489,6673949,20154886,7571664,338481,121.73,-709275,0,43.24,39,24,"F","單一家族主導"
"47","M1100",2009,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",68330,36765,NA,-36765,NA,166664,259838,1520,170589,3629802,700,0.83,3327620,700796,0,3629802,9353816,5001758,1240,29.21,0,0,44.31,17,17,"F","單一家族主導"
"48","M1100",2009,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",63460,14341,NA,-14341,NA,180751,180770,180,145158,2137320,496,0.64,2932953,508450,0,2141276,7655947,745338,99464,770.5,0,0,6.14,83,14,"F","單一家族主導"
"49","M1100",2009,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",25971,166,NA,-166,NA,116654,118990,0,9645,1637835,79,0.78,4736863,42597,256918,1650537,9610238,1304831,0,227.65,-36865,1087,65.99,0,28,"F","單一家族主導"
"50","M1100",2008,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",106228,1430811,NA,-1430811,NA,6579907,9007434,34364,712312,78476558,4864,0.98,125807120,10369837,13940695,78476558,186867735,96618938,3256627,84.44,0,93581,75.13,21,14,"F","單一家族主導"
"51","M1100",2008,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",396879,439667,NA,-439667,NA,7869514,9554952,NA,NA,43885767,4382,1.07,53781519,1559800,1446161,43885767,144232619,67028269,2364090,133.7,-5088466,0,81.75,NA,23,"F","單一家族主導"
"52","M1100",2008,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",111947,499110,NA,-499110,NA,359026,545045,0,78888,6226665,888,0.52,10879994,1241280,4147735,6226665,29663351,11698243,962873,251.19,0,80079,54.68,56,27,"F","單一家族主導"
"53","M1100",2008,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",17757,36540,NA,-36540,NA,70647,236541,9871,88204,8529136,1700,0.63,6949471,975696,2026489,8548234,20691335,8442247,422707,70.32,-246239,0,44.02,38,25,"F","單一家族主導"
"54","M1100",2008,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",17021,17962,NA,-17962,NA,-18947,93496,1535,225230,4471619,717,0.58,3378494,700796,0,4471619,9921861,5709050,84013,31.37,0,0,43.05,11,17,"F","單一家族主導"
"55","M1100",2008,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",23094,68158,NA,-68158,NA,201633,201675,255,33727,2384107,504,0.52,2208269,510984,0,2386365,7272231,709391,6466,955.31,0,0,7.18,0,9,"F","單一家族主導"
"56","M1100",2008,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",947,26257,NA,-26257,NA,8671,14688,0,13303,1776344,78,0.66,4803537,41289,260466,1777651,9326517,1337243,0,147.09,-23477,1670,61.12,0,33,"F","單一家族主導"
"57","M1100",2007,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1770170,866938,NA,NA,NA,12926227,15339448,42990,718531,76644676,4623,1.42,115474752,10389121,13922668,76644676,191914424,89025892,3269465,155.35,-79741,0,69.73,24,14,"F","單一家族主導"
"58","M1100",2007,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",669949,842295,NA,NA,NA,10765905,11926281,NA,NA,35684019,4179,1.7,39524884,958039,209522,35684019,128166664,51866911,2209722,114.41,-7173329,0,79.99,NA,20,"F","單一家族主導"
"59","M1100",2007,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",618063,258176,NA,NA,NA,1809200,2199752,0,459090,10466378,1149,0.77,9339934,1241587,4147735,10466378,30360315,11377925,1060955,294.15,-47731,0,47.18,66,18,"F","單一家族主導"
"60","M1100",2007,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",47827,72543,NA,NA,NA,474231,631762,11444,84024,8092722,1700,0.58,6114036,977158,2026489,8105783,19129309,7021881,354788,117.44,-541080,0,15.15,29,29,"A","共治型態"
"61","M1100",2007,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",8656,64555,NA,NA,NA,136256,224866,2092,169316,4903924,795,0.82,2989243,714106,0,4903924,9903712,5542015,52207,38.03,0,0,44.4,15,14,"F","單一家族主導"
"62","M1100",2007,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",115256,163884,NA,NA,NA,375581,375849,1444,44571,2559185,523,0.73,2114529,499787,0,2568092,7180245,788005,13544,759.74,0,0,9.46,0,10,"F","單一家族主導"
"63","M1100",2007,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",36828,22318,NA,NA,NA,305524,312680,0,13459,1909921,108,0.79,5279492,305998,536835,1910581,9920642,1503315,0,161.28,-31089,0,62,0,54,"F","單一家族主導"
"64","M1100",2006,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",693090,398840,NA,NA,NA,9293647,11660603,47849,654820,64942255,3633,1.19,101086839,10306448,13927002,64942255,161349504,83831405,882690,170.74,-8493,0,66.94,21,16,"F","單一家族主導"
"65","M1100",2006,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",779497,727729,NA,NA,NA,7836607,8749839,NA,NA,31446335,3487,1.27,31681690,331072,209522,31446335,106864489,44851468,1379359,176.34,-4335559,0,75.63,19,22,"F","單一家族主導"
"66","M1100",2006,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",353991,49117,NA,NA,NA,3632906,4074906,0,224806,10404714,1946,0.78,17074891,1562606,4147735,10404714,34395571,15795798,2190375,246.19,-46394,0,58.12,57,15,"F","單一家族主導"
"67","M1100",2006,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",99768,90924,NA,NA,NA,511889,645280,9410,53447,7269225,1600,0.6,6137933,1047768,2146191,7283359,18085512,6708005,393051,123.37,-561853,0,13.06,29,27,"A","共治型態"
"68","M1100",2006,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",32347,59831,NA,NA,NA,298469,383176,2830,171635,5772355,722,0.92,2550556,714106,0,5772355,9210906,4738223,55783,37.51,0,0,45.58,NA,17,"F","單一家族主導"
"69","M1100",2006,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",148253,150001,NA,NA,NA,571584,572027,6014,61531,2972797,502,0.87,2119702,499787,0,2977996,7278111,857504,18464,663.54,0,0,12.42,0,10,"F","單一家族主導"
"70","M1100",2006,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",56264,40772,NA,NA,NA,124935,132029,0,9852,1870411,109,0.85,5312947,305998,536835,1870411,9703679,1482074,0,199.64,-39218,0,63.82,0,71,"F","單一家族主導"
"71","M1100",2005,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1700334,617344,NA,NA,NA,9103508,11229110,33568,377835,62085454,3315,1,103112732,9307037,14351657,62085454,156448622,90294753,551492,107.68,0,79739,56.38,21,15,"F","單一家族主導"
"72","M1100",2005,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",648428,438864,NA,NA,NA,7286859,8144885,NA,NA,28363157,2920,0.87,25759815,242090,209522,28363157,95053952,42514509,209357,111.26,-4752156,0,71.84,NA,20,"F","單一家族主導"
"73","M1100",2005,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",115940,164175,NA,NA,NA,417611,872566,NA,NA,9891357,2015,0.63,17923778,1546340,4147735,9891357,32979504,19247371,2404506,96.55,0,56135,51.19,60,12,"F","單一家族主導"
"74","M1100",2005,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",131289,78046,NA,NA,NA,360798,425543,8237,291715,6780069,1500,0.47,6324924,1047403,2137105,6793856,17270897,6993593,424309,82.06,-606957,0,14.89,10,29,"A","共治型態"
"75","M1100",2005,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",20890,106086,NA,NA,NA,235966,327586,4563,171774,5839101,680,0.65,2175459,714106,0,5839101,9247151,4844344,107986,43.82,0,0,42.88,NA,15,"F","單一家族主導"
"76","M1100",2005,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",132476,91759,NA,NA,NA,488889,491626,2288,167116,2699769,478,0.66,2150830,508484,0,2702074,6836019,866688,37039,493.7,0,0,12.19,0,11,"F","單一家族主導"
"77","M1100",2005,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",70261,4718,NA,NA,NA,339909,346744,0,21680,2113316,122,0.46,5381043,305998,536835,2113316,9799817,1629961,0,236.9,-51902,0,60.83,0,78,"F","單一家族主導"
"78","M1100",2004,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",2486849,284980,NA,NA,NA,7995322,9857714,0,216733,51643841,2336,0.9,95468947,7171478,14494145,51643841,149628664,87973018,670856,102.71,0,199208,46.83,7,16,"F","單一家族主導"
"79","M1100",2004,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",239009,193402,NA,NA,NA,6742027,7691558,NA,NA,26136337,2243,1.03,23045438,245491,275270,26244904,85928923,38832445,1010,75.29,-4947184,0,74.9,NA,25,"F","單一家族主導"
"80","M1100",2004,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",227477,98282,NA,NA,NA,858658,1271941,NA,NA,9467895,2110,0.82,17741603,1540831,4163236,9467895,32555037,19268386,2577009,122.89,-46389,0,51.69,62,19,"F","單一家族主導"
"81","M1100",2004,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",49991,37846,NA,NA,NA,669865,709540,7037,164679,6401283,1032,0.64,6014194,1051806,3826734,6416056,14433867,6004306,194611,115.6,-254755,0,12.38,11,24,"A","共治型態"
"82","M1100",2004,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",118641,1730,NA,NA,NA,292104,359760,8709,186602,5263267,710,0.89,2229477,714106,0,5263267,9495843,5169230,135577,39.16,0,0,43.64,NA,14,"F","單一家族主導"
"83","M1100",2004,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",85812,94344,NA,NA,NA,380768,382681,0,125427,2496287,454,0.79,2157338,497666,0,2499190,6687057,855401,74781,482.28,0,7375,13.17,NA,10,"F","單一家族主導"
"84","M1100",2004,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",62801,23857,NA,NA,NA,310725,316260,0,12367,1914790,230,0.67,5362388,300416,664490,1914790,9709600,1806276,0,107.56,-56841,0,62.21,2,77,"F","單一家族主導"
"85","M1100",2003,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",1034621,145500,NA,NA,NA,3366713,6211229,0,NA,47506825,2516,0.73,97123566,7172466,14519799,47562876,151274348,93010703,1451354,73.93,0,4000732,42.44,NA,12,"F","單一家族主導"
"86","M1100",2003,"1102 亞泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",151008,174201,NA,NA,NA,3449317,4228512,NA,NA,18087316,2085,0.88,24815335,314539,275270,18382395,81710006,39861405,158480,74.85,-2388582,0,73.77,NA,30,"F","單一家族主導"
"87","M1100",2003,"1103 嘉泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",312293,84345,NA,NA,NA,1204620,1711167,NA,NA,8645186,1728,1.08,17233028,1557852,4172327,8645186,33288151,20330376,2897507,103.63,-62682,0,52.91,16,14,"F","單一家族主導"
"88","M1100",2003,"1104 環泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",33972,29347,NA,NA,NA,596733,649148,6759,149379,5096784,990,0.64,6182358,1051806,3826734,5112928,13383057,5459440,246619,115.37,-286603,0,15.99,10,27,"A","共治型態"
"89","M1100",2003,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",4324,2057,NA,NA,NA,87306,218537,0,145707,4117254,710,0.86,2232242,715179,0,4117254,9696933,5514864,149551,36.21,0,46549,38.48,NA,9,"F","單一家族主導"
"90","M1100",2003,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",79398,94273,NA,NA,NA,279205,281433,0,112390,1934469,435,0.73,2431886,1274174,0,1941959,6475162,911513,82103,353.55,0,5225,15.07,NA,10,"F","單一家族主導"
"91","M1100",2003,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",29315,14299,NA,NA,NA,369564,377446,0,14274,1643972,222,0.61,5575685,300416,664490,1643982,9854611,2108292,69237,100.06,-44970,4530,59.43,1,80,"F","單一家族主導"
"92","M1100",2002,"1101 台泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-1967107,37571,NA,NA,NA,-109872,2863485,NA,NA,39137900,2551,0.45,99266648,7178525,14630270,39225200,159636533,102013920,905970,55.25,0,1533860,43.87,NA,11,"F","單一家族主導"
"93","M1100",2002,"1108 幸福","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-2592,4195,NA,NA,NA,67689,228711,0,120153,3699786,838,0.51,2461558,698286,0,3699786,9752170,5605101,65496,35.04,0,28711,38.54,NA,8,"F","單一家族主導"
"94","M1100",2002,"1109 信大","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",50724,913,NA,NA,NA,461171,462880,NA,NA,1810120,421,0.68,2268802,1274174,0,1820684,6398793,661174,70406,480.29,0,17328,16.92,NA,9,"F","單一家族主導"
"95","M1100",2002,"1110 東泥","TSE","水泥工業","水泥製造","M11A","水泥製造","M11A",-2422,220,NA,NA,NA,330690,352355,0,16904,1656889,227,0.47,5668199,300416,664490,1657442,9960507,2283241,93100,140.51,0,23729,57.92,6,85,"F","單一家族主導"
"96","M1200",2015,"1201 味全","TSE","食品工業","飲料乳品","M12C","飲料乳品","M12C",-209136,NA,0,-197355,0,-1898128,-1605733,204652,5505055,20051241,5615,1.52,12742288,4409470,0,20051241,36482806,28012259,77295,29.66,0,52751,63.79,NA,2,"F","單一家族主導"
"97","M1200",2015,"1203 味王","TSE","食品工業","其他食品","M12Z","其他食品","M12Z",146177,NA,0,-117211,0,605915,620942,6780,656584,6632768,2252,1.3,2807408,1444757,0,6632768,8351162,3184513,63849,119.47,0,63919,67.27,7,0,"F","單一家族主導"
"98","M1200",2015,"1210 大成","TSE","食品工業","油脂飼料","M12B","油脂飼料","M12B",482484,NA,-455611,0,0,968699,1188208,104130,4374528,78252167,21308,1.12,12174863,1534884,0,78252167,40027543,20778937,148300,64.2,0,107174,49.37,NA,10,"F","單一家族主導"
